Średnia,Mediana,Odchylenie standardowe,Wariancja,Q1,Q3,IQR,Współczynnik skośności,Współczynnik kurtozy,Rozstęp z próby
55.47,56.52,9.1,82.75,49.68,61.9,12.22,-0.45,0.13,62.0
