RSPO szkoły,* liczba zdających,* zdawalność (%).1,średni wynik (%)
24962,132.0,100.0,60.083333333333336
24964,62.0,95.08196721311475,53.79032258064516
42551,38.0,82.35294117647058,39.76315789473684
107557,45.0,95.55555555555556,47.733333333333334
53518,7.0,57.14285714285714,35.0
39050,22.0,85.71428571428571,37.31818181818182
129372,9.0,77.77777777777779,42.333333333333336
53549,12.0,100.0,52.166666666666664
131780,5.0,80.0,40.0
274704,17.0,100.0,52.88235294117647
55452,1.0,0.0,
41403,15.0,100.0,59.266666666666666
9517,3.0,66.66666666666666,
27377,119.0,100.0,52.21008403361345
22839,26.0,100.0,48.03846153846154
25752,63.0,90.47619047619048,42.666666666666664
18731,137.0,100.0,60.75912408759124
40885,45.0,95.55555555555556,55.022222222222226
21582,160.0,100.0,57.6625
21855,135.0,100.0,62.97037037037037
21854,61.0,100.0,48.90163934426229
22840,79.0,98.73417721518987,51.734177215189874
55496,22.0,72.72727272727273,37.45454545454545
9733,24.0,87.5,40.75
9702,4.0,100.0,
125083,10.0,88.88888888888889,39.1
9646,5.0,80.0,50.4
127483,15.0,93.33333333333333,41.266666666666666
55484,60.0,93.33333333333333,48.7
55505,14.0,84.61538461538461,38.0
113729,12.0,100.0,61.083333333333336
40912,29.0,93.10344827586206,38.310344827586206
40918,13.0,84.61538461538461,48.15384615384615
17778,5.0,80.0,36.0
15472,1.0,0.0,
15432,62.0,88.52459016393442,39.903225806451616
18449,99.0,100.0,58.898989898989896
89600,8.0,37.5,25.625
106626,7.0,85.71428571428571,42.142857142857146
30398,6.0,100.0,43.833333333333336
30698,10.0,100.0,41.3
64914,1.0,100.0,
58372,117.0,96.58119658119658,58.965811965811966
63496,73.0,98.63013698630137,54.082191780821915
59690,35.0,97.14285714285714,45.142857142857146
274536,52.0,86.53846153846155,46.36538461538461
126916,7.0,16.666666666666664,16.857142857142858
64334,7.0,71.42857142857143,37.857142857142854
58359,22.0,90.47619047619048,37.68181818181818
58360,23.0,100.0,62.30434782608695
109704,10.0,100.0,37.2
81003,14.0,85.71428571428571,35.07142857142857
130499,17.0,70.58823529411765,38.411764705882355
127562,8.0,100.0,42.875
8006,31.0,96.7741935483871,61.0
6788,112.0,99.10714285714286,59.705357142857146
8025,136.0,97.05882352941177,51.529411764705884
56164,27.0,70.37037037037037,36.84615384615385
6807,27.0,96.29629629629629,52.77777777777778
122063,6.0,50.0,28.166666666666668
58676,22.0,76.19047619047619,35.86363636363637
119560,1.0,0.0,
110317,22.0,85.71428571428571,43.09090909090909
110236,41.0,100.0,58.36585365853659
111613,2.0,100.0,
110318,2.0,100.0,
110391,36.0,100.0,50.27777777777778
272404,75.0,93.33333333333333,49.4
79924,6.0,100.0,46.166666666666664
124403,10.0,77.77777777777779,43.9
80975,141.0,96.45390070921985,51.04964539007092
79751,115.0,99.1304347826087,59.80869565217391
79916,50.0,90.0,51.32
13394,14.0,100.0,62.642857142857146
128911,21.0,75.0,33.857142857142854
26891,17.0,100.0,52.1764705882353
17554,5.0,40.0,27.2
128920,43.0,90.47619047619048,49.627906976744185
128928,13.0,76.92307692307693,36.23076923076923
8422,38.0,100.0,50.94736842105263
56201,11.0,100.0,54.90909090909091
54360,21.0,90.47619047619048,53.476190476190474
44536,18.0,88.88888888888889,49.833333333333336
44533,76.0,98.68421052631578,55.19736842105263
56199,108.0,100.0,67.62962962962963
5622,11.0,90.9090909090909,45.90909090909091
8225,6.0,66.66666666666666,41.0
84811,16.0,84.61538461538461,30.0
44226,49.0,95.91836734693877,58.244897959183675
115420,24.0,100.0,49.416666666666664
5447,8.0,100.0,46.125
15566,23.0,68.18181818181817,34.26086956521739
6187,68.0,95.52238805970148,54.10294117647059
83118,69.0,100.0,56.89855072463768
85834,69.0,84.84848484848484,46.231884057971016
5977,40.0,95.0,48.15
8796,76.0,100.0,62.671052631578945
8461,170.0,99.41176470588235,56.60588235294118
84818,47.0,95.74468085106383,54.40425531914894
84682,179.0,100.0,66.77653631284916
84681,19.0,100.0,63.36842105263158
84988,134.0,99.25373134328358,60.23134328358209
77987,14.0,100.0,70.42857142857143
83866,96.0,96.875,48.270833333333336
25220,224.0,99.55357142857143,62.11607142857143
8803,85.0,98.82352941176471,44.34117647058824
8771,128.0,100.0,61.4375
83441,162.0,100.0,63.0
84309,40.0,100.0,67.3
84413,34.0,100.0,63.029411764705884
84029,159.0,100.0,65.9496855345912
84173,55.0,90.9090909090909,50.63636363636363
7670,159.0,100.0,68.0754716981132
89690,98.0,100.0,71.44897959183673
90855,24.0,95.65217391304348,52.5
103352,6.0,83.33333333333334,42.333333333333336
87714,32.0,78.125,43.1875
92910,11.0,100.0,44.18181818181818
27409,32.0,80.64516129032258,36.71875
113503,24.0,100.0,54.208333333333336
121296,44.0,100.0,56.52272727272727
128742,99.0,93.93939393939394,45.16161616161616
73461,49.0,91.83673469387756,48.755102040816325
265552,3.0,100.0,
268702,8.0,87.5,45.625
30976,15.0,100.0,54.2
31214,4.0,50.0,
31222,27.0,92.5925925925926,48.55555555555556
263837,20.0,85.0,40.2
18969,43.0,95.23809523809523,44.627906976744185
18978,6.0,66.66666666666666,29.5
83884,14.0,85.71428571428571,47.357142857142854
119793,79.0,97.46835443037975,57.64556962025316
119792,80.0,97.5,45.65
72342,24.0,66.66666666666666,35.041666666666664
43581,119.0,98.31932773109243,56.52100840336134
38952,80.0,100.0,52.2875
60986,61.0,96.72131147540983,51.950819672131146
62074,56.0,100.0,65.42857142857143
61917,10.0,90.0,43.9
107562,119.0,93.27731092436974,51.63865546218487
87995,39.0,92.3076923076923,52.82051282051282
105775,133.0,97.74436090225564,55.0
31333,155.0,100.0,65.11612903225806
108745,158.0,96.83544303797468,51.81645569620253
70761,20.0,95.0,56.3
107571,56.0,96.36363636363636,46.339285714285715
109422,114.0,100.0,69.15789473684211
31317,120.0,100.0,71.84166666666667
58388,115.0,95.65217391304348,49.52173913043478
58401,180.0,100.0,55.644444444444446
9380,141.0,100.0,65.7872340425532
275469,3.0,100.0,
109077,4.0,25.0,
126489,14.0,92.3076923076923,46.857142857142854
85622,5.0,100.0,50.2
86887,16.0,64.28571428571429,39.4375
105381,19.0,94.73684210526315,47.8421052631579
129915,37.0,97.2972972972973,53.86486486486486
132673,5.0,80.0,48.2
6254,1.0,100.0,
106383,21.0,100.0,51.714285714285715
132669,3.0,100.0,
272971,20.0,100.0,54.1
106179,10.0,100.0,59.5
82499,20.0,100.0,54.65
59955,22.0,81.81818181818183,39.27272727272727
109629,8.0,75.0,34.5
92030,15.0,100.0,52.733333333333334
90514,14.0,92.85714285714286,54.0
71810,13.0,100.0,46.07692307692308
82558,12.0,66.66666666666666,38.833333333333336
63986,3.0,33.33333333333333,
89838,34.0,100.0,57.44117647058823
91498,19.0,89.47368421052632,36.68421052631579
272906,2.0,50.0,
16727,5.0,100.0,45.0
114722,12.0,100.0,47.416666666666664
114817,16.0,87.5,40.8125
7299,7.0,100.0,57.142857142857146
7301,12.0,81.81818181818183,41.0
129830,2.0,100.0,
26677,43.0,100.0,42.604651162790695
6541,96.0,96.875,58.21875
25242,87.0,93.02325581395348,46.367816091954026
32029,7.0,50.0,28.571428571428573
127204,21.0,95.23809523809523,38.42857142857143
22915,51.0,98.0392156862745,43.549019607843135
23586,140.0,100.0,52.15714285714286
23788,141.0,100.0,47.638297872340424
86580,9.0,77.77777777777779,35.111111111111114
15031,28.0,100.0,61.607142857142854
15030,39.0,92.10526315789474,38.794871794871796
83498,13.0,83.33333333333334,38.76923076923077
25709,31.0,100.0,62.41935483870968
7818,12.0,81.81818181818183,40.916666666666664
2917,99.0,98.9795918367347,44.75757575757576
61812,113.0,97.32142857142857,42.31858407079646
61502,156.0,100.0,65.83974358974359
61575,64.0,98.4126984126984,57.28125
4707,60.0,96.66666666666667,42.38333333333333
25599,158.0,100.0,60.99367088607595
88708,15.0,93.33333333333333,42.86666666666667
124233,79.0,96.20253164556962,47.075949367088604
130671,10.0,90.0,39.9
128904,25.0,79.16666666666666,44.32
263987,33.0,100.0,62.90909090909091
272798,28.0,82.14285714285714,42.392857142857146
86487,28.0,100.0,54.785714285714285
107409,65.0,100.0,61.50769230769231
86279,4.0,100.0,
272403,9.0,55.55555555555556,29.11111111111111
7069,3.0,66.66666666666666,
49344,9.0,100.0,45.22222222222222
50270,34.0,100.0,48.205882352941174
56010,34.0,94.11764705882352,42.911764705882355
50272,81.0,100.0,60.123456790123456
50408,5.0,100.0,48.6
50344,15.0,100.0,53.6
50273,28.0,100.0,48.392857142857146
86439,24.0,100.0,57.69565217391305
50274,10.0,80.0,37.4
90061,12.0,83.33333333333334,48.75
81545,5.0,80.0,46.4
53333,55.0,98.18181818181819,51.50909090909091
40819,51.0,96.0,52.549019607843135
25362,18.0,100.0,45.833333333333336
91407,1.0,100.0,
91407,136.0,85.71428571428571,45.74264705882353
91407,29.0,85.71428571428571,42.241379310344826
19119,47.0,100.0,53.95744680851064
15976,121.0,97.52066115702479,50.51239669421488
129984,1.0,100.0,
42893,88.0,88.50574712643679,42.92045454545455
10974,50.0,86.66666666666667,44.46
127924,48.0,79.16666666666666,39.791666666666664
17730,83.0,95.18072289156626,52.16867469879518
6968,144.0,99.30555555555556,58.541666666666664
16180,21.0,61.904761904761905,35.666666666666664
18579,125.0,97.6,52.272
11182,128.0,100.0,62.7734375
7983,46.0,95.65217391304348,56.45652173913044
17601,42.0,85.36585365853658,47.24390243902439
15300,81.0,100.0,58.098765432098766
18356,122.0,95.0413223140496,49.278688524590166
86002,64.0,100.0,58.375
6954,169.0,100.0,65.32544378698225
74772,149.0,100.0,69.55704697986577
6934,176.0,100.0,54.67045454545455
21236,76.0,93.42105263157895,48.31578947368421
9647,232.0,100.0,58.06896551724138
7051,124.0,100.0,72.91935483870968
19648,130.0,94.61538461538461,49.031007751937985
19174,68.0,97.05882352941177,52.39705882352941
7099,112.0,100.0,67.125
7753,152.0,100.0,74.13815789473684
11181,188.0,100.0,63.78191489361702
17095,151.0,99.32432432432432,51.766666666666666
81759,15.0,93.33333333333333,50.8
24789,6.0,83.33333333333334,50.666666666666664
43409,18.0,100.0,49.94444444444444
71565,38.0,62.16216216216216,33.94736842105263
81755,15.0,93.33333333333333,63.333333333333336
131746,26.0,88.0,35.07692307692308
11174,30.0,100.0,63.9
72039,12.0,83.33333333333334,37.083333333333336
7982,200.0,100.0,61.375
57154,13.0,69.23076923076923,32.76923076923077
43407,39.0,97.43589743589743,51.743589743589745
86065,6.0,100.0,45.0
15302,18.0,94.11764705882352,51.5
17295,46.0,89.13043478260869,47.04347826086956
11821,114.0,92.03539823008849,41.026315789473685
86228,87.0,91.86046511627907,47.689655172413794
122271,24.0,91.66666666666666,50.958333333333336
126959,26.0,84.61538461538461,44.19230769230769
125432,56.0,89.28571428571429,46.94642857142857
130828,39.0,89.74358974358975,42.61538461538461
133201,30.0,100.0,47.7
103727,32.0,100.0,68.0625
128790,44.0,64.28571428571429,27.636363636363637
262211,133.0,100.0,59.70676691729323
265997,11.0,100.0,45.45454545454545
271870,47.0,100.0,57.34782608695652
89762,53.0,100.0,60.735849056603776
91849,40.0,97.5,55.325
83567,77.0,98.7012987012987,65.33766233766234
9496,27.0,65.38461538461539,37.77777777777778
269487,7.0,100.0,50.42857142857143
92283,24.0,87.5,39.541666666666664
12039,43.0,100.0,53.83720930232558
11767,80.0,98.73417721518987,48.15
11768,48.0,93.75,50.723404255319146
25697,102.0,99.01960784313727,48.254901960784316
4045,122.0,100.0,57.33057851239669
21325,2.0,50.0,
3640,160.0,100.0,59.975
29583,162.0,100.0,68.03086419753086
11852,29.0,96.42857142857143,38.724137931034484
103759,68.0,100.0,60.470588235294116
103760,18.0,100.0,61.388888888888886
23054,80.0,98.73417721518987,51.425
30451,16.0,100.0,50.25
31207,66.0,100.0,57.723076923076924
11365,126.0,98.4126984126984,50.904761904761905
11366,32.0,93.75,46.78125
6128,24.0,100.0,57.083333333333336
18942,187.0,100.0,64.475935828877
21211,70.0,98.57142857142858,47.8
3620,121.0,100.0,65.74380165289256
23199,215.0,100.0,63.82790697674419
3957,201.0,100.0,55.45771144278607
52898,15.0,66.66666666666666,37.0
19685,78.0,97.40259740259741,52.58974358974359
21022,18.0,83.33333333333334,43.22222222222222
126646,59.0,75.0,36.43103448275862
12154,26.0,100.0,46.19230769230769
127970,71.0,75.36231884057972,38.098591549295776
4616,151.0,99.33774834437085,47.94
262373,23.0,91.30434782608695,46.26086956521739
18862,14.0,85.71428571428571,42.785714285714285
196346,79.0,100.0,64.16455696202532
56605,59.0,96.61016949152543,50.47457627118644
38713,66.0,98.48484848484848,51.93939393939394
38715,150.0,99.33333333333333,59.9
34660,198.0,99.4949494949495,65.07575757575758
42757,8.0,100.0,63.625
108996,59.0,98.27586206896551,56.83050847457627
38704,40.0,100.0,55.1
38705,21.0,95.23809523809523,64.47619047619048
38706,38.0,100.0,55.44736842105263
48487,7.0,100.0,63.57142857142857
38708,18.0,83.33333333333334,43.5
119582,4.0,100.0,
271088,22.0,100.0,51.54545454545455
38718,59.0,98.30508474576271,58.32203389830509
38716,27.0,96.29629629629629,62.333333333333336
82886,57.0,92.98245614035088,55.98245614035088
82887,162.0,93.75,55.00617283950617
131149,30.0,70.0,38.233333333333334
82889,169.0,94.0828402366864,47.544378698224854
59054,146.0,100.0,68.55479452054794
69954,12.0,72.72727272727273,37.25
69061,6.0,83.33333333333334,37.166666666666664
72149,39.0,100.0,54.256410256410255
58122,94.0,93.61702127659575,51.276595744680854
47245,19.0,100.0,69.57894736842105
71878,110.0,99.0909090909091,60.11818181818182
57720,87.0,100.0,62.12643678160919
58113,46.0,89.13043478260869,41.26086956521739
74996,42.0,100.0,50.976190476190474
131487,22.0,65.0,35.54545454545455
269275,26.0,76.92307692307693,40.69230769230769
272464,14.0,100.0,45.142857142857146
71877,28.0,85.18518518518519,36.07142857142857
21640,85.0,91.66666666666666,47.0
119266,1.0,0.0,
23385,27.0,92.5925925925926,49.48148148148148
21234,131.0,100.0,60.98473282442748
21556,90.0,97.77777777777777,54.111111111111114
21647,126.0,90.47619047619048,49.42063492063492
26505,28.0,66.66666666666666,36.392857142857146
114939,6.0,83.33333333333334,53.0
122936,16.0,46.666666666666664,23.5
133144,17.0,100.0,73.70588235294117
69238,158.0,98.71794871794873,60.335443037974684
71243,93.0,98.9247311827957,70.15053763440861
71328,139.0,100.0,56.15107913669065
28129,61.0,89.83050847457628,45.60655737704918
28128,22.0,66.66666666666666,28.863636363636363
118822,8.0,87.5,44.875
83317,22.0,95.45454545454545,64.86363636363636
42204,54.0,98.11320754716981,57.666666666666664
31861,43.0,100.0,62.30232558139535
111536,19.0,100.0,60.89473684210526
111538,23.0,100.0,60.04347826086956
107075,116.0,100.0,69.30172413793103
126766,40.0,100.0,67.95
126765,22.0,100.0,69.95454545454545
119399,7.0,100.0,63.714285714285715
111530,79.0,94.9367088607595,55.25316455696203
126767,24.0,100.0,64.125
57716,28.0,96.42857142857143,60.857142857142854
126749,6.0,100.0,55.333333333333336
14523,92.0,94.5054945054945,47.40217391304348
75420,107.0,93.39622641509435,43.13084112149533
16992,127.0,98.4251968503937,51.24409448818898
14528,117.0,100.0,49.64102564102564
7943,105.0,100.0,49.27619047619048
52789,19.0,100.0,63.31578947368421
10331,133.0,99.24812030075188,66.86466165413533
10244,91.0,100.0,67.49450549450549
53104,11.0,100.0,75.36363636363636
16987,6.0,66.66666666666666,30.166666666666668
14526,24.0,87.5,44.333333333333336
10330,102.0,100.0,63.21568627450981
127375,10.0,100.0,58.1
18627,63.0,93.54838709677419,45.20634920634921
52784,5.0,80.0,40.4
52787,13.0,84.61538461538461,36.69230769230769
58315,21.0,100.0,41.476190476190474
88326,9.0,66.66666666666666,29.555555555555557
276689,2.0,50.0,
78987,22.0,100.0,42.63636363636363
114156,26.0,100.0,60.8
119235,14.0,100.0,68.92857142857143
78946,12.0,100.0,62.75
131614,25.0,96.0,57.84
60531,7.0,33.33333333333333,24.857142857142858
58272,20.0,88.88888888888889,37.6
88264,13.0,100.0,55.69230769230769
88278,17.0,93.75,47.35294117647059
88267,13.0,84.61538461538461,42.30769230769231
115041,13.0,76.92307692307693,41.23076923076923
125817,20.0,85.0,39.25
126863,45.0,59.45945945945946,29.288888888888888
130408,21.0,95.23809523809523,54.23809523809524
129533,38.0,86.8421052631579,44.026315789473685
26711,39.0,100.0,62.35897435897436
263525,18.0,94.44444444444444,59.44444444444444
68658,1.0,100.0,
68441,9.0,100.0,52.0
11657,50.0,97.95918367346938,52.64
12126,23.0,100.0,52.130434782608695
5431,112.0,100.0,67.16964285714286
5060,41.0,100.0,63.51219512195122
5519,76.0,100.0,58.88157894736842
12233,85.0,100.0,69.16470588235295
6877,21.0,88.23529411764706,42.61904761904762
29654,2.0,100.0,
27067,62.0,90.1639344262295,55.016129032258064
29650,1.0,100.0,
62360,48.0,93.61702127659575,55.25
22454,161.0,100.0,63.26086956521739
26437,48.0,87.5,46.291666666666664
26424,170.0,100.0,69.62721893491124
16568,171.0,100.0,68.7764705882353
64753,8.0,87.5,43.25
119781,16.0,75.0,45.375
69744,19.0,70.58823529411765,33.10526315789474
91444,113.0,99.09909909909909,54.097345132743364
86404,15.0,86.66666666666667,40.93333333333333
86447,19.0,100.0,37.526315789473685
21112,33.0,96.875,46.696969696969695
77993,35.0,100.0,50.48571428571429
77994,17.0,94.11764705882352,46.8235294117647
43834,23.0,78.26086956521739,35.82608695652174
119424,25.0,48.0,27.12
31842,34.0,70.58823529411765,30.91176470588235
24063,11.0,100.0,80.18181818181819
48482,74.0,78.37837837837837,46.91891891891892
275663,4.0,25.0,
72335,165.0,96.36363636363636,59.201219512195124
25092,86.0,98.83720930232558,64.95348837209302
38774,84.0,96.42857142857143,50.70238095238095
22959,148.0,99.32432432432432,68.08108108108108
24106,90.0,100.0,72.12359550561797
24126,32.0,67.74193548387096,35.65625
131700,41.0,55.00000000000001,35.36585365853659
269144,6.0,16.666666666666664,21.166666666666668
31055,25.0,72.0,31.8
23013,5.0,80.0,37.0
30203,49.0,100.0,50.10204081632653
30204,5.0,100.0,43.6
29390,94.0,96.80851063829788,50.276595744680854
55521,65.0,89.0625,37.246153846153845
19202,124.0,100.0,52.699186991869915
73138,94.0,85.1063829787234,38.223404255319146
55531,60.0,100.0,53.75
13908,29.0,82.75862068965517,38.13793103448276
30200,203.0,89.60396039603961,46.89655172413793
23579,190.0,100.0,60.6
9230,11.0,72.72727272727273,36.90909090909091
17862,164.0,98.78048780487805,61.3719512195122
124620,12.0,83.33333333333334,34.75
18253,65.0,95.38461538461539,48.12307692307692
12467,3.0,66.66666666666666,
12739,140.0,99.28057553956835,54.9136690647482
42218,58.0,43.13725490196079,23.56896551724138
93117,56.0,94.64285714285714,42.125
4148,81.0,97.53086419753086,54.71604938271605
8509,52.0,98.07692307692307,55.78846153846154
8510,8.0,100.0,56.25
84965,19.0,83.33333333333334,42.68421052631579
121879,7.0,85.71428571428571,45.142857142857146
93092,64.0,96.875,46.828125
268142,25.0,80.0,40.48
93089,20.0,95.0,55.55
5092,24.0,100.0,62.416666666666664
93121,24.0,100.0,45.958333333333336
93120,26.0,96.15384615384616,50.26923076923077
17834,11.0,100.0,54.27272727272727
17669,100.0,83.0,47.74
13719,90.0,98.88888888888889,57.08888888888889
56982,45.0,97.77777777777777,62.044444444444444
124294,6.0,100.0,68.33333333333333
264305,1.0,100.0,
70909,49.0,100.0,61.53061224489796
75681,25.0,100.0,66.56
85164,57.0,100.0,65.05263157894737
84463,24.0,100.0,53.166666666666664
92846,25.0,100.0,60.76
92793,30.0,100.0,62.13333333333333
92792,13.0,100.0,56.23076923076923
84468,15.0,93.33333333333333,52.93333333333333
74632,94.0,97.87234042553192,54.41489361702128
70677,33.0,96.96969696969697,46.303030303030305
70566,47.0,95.74468085106383,50.744680851063826
58351,76.0,92.0,51.71052631578947
70571,236.0,98.30508474576271,56.6228813559322
71946,70.0,100.0,62.97142857142857
74625,120.0,99.16666666666667,60.69166666666667
83657,85.0,95.1219512195122,44.96470588235294
70565,87.0,97.70114942528735,52.13793103448276
80995,101.0,100.0,59.554455445544555
74636,99.0,100.0,69.88888888888889
25568,123.0,99.1869918699187,64.4959349593496
34526,204.0,100.0,70.26960784313725
34531,132.0,100.0,64.0909090909091
80864,99.0,100.0,67.24242424242425
89944,47.0,100.0,63.680851063829785
12371,52.0,76.0,45.30769230769231
58354,128.0,100.0,67.4921875
105006,41.0,90.0,52.170731707317074
84488,28.0,96.29629629629629,49.07142857142857
81294,44.0,100.0,52.81818181818182
120259,12.0,91.66666666666666,60.45454545454545
80152,14.0,85.71428571428571,52.214285714285715
75688,18.0,100.0,61.77777777777778
87613,57.0,100.0,62.771929824561404
123263,7.0,100.0,46.285714285714285
131514,18.0,100.0,55.05555555555556
89870,24.0,86.95652173913044,43.375
4387,46.0,93.47826086956522,49.32608695652174
85521,31.0,100.0,49.903225806451616
114248,12.0,100.0,43.916666666666664
133116,11.0,100.0,52.27272727272727
271908,14.0,92.85714285714286,44.285714285714285
272838,7.0,100.0,63.142857142857146
120037,1.0,100.0,
80110,118.0,99.15254237288136,52.495726495726494
74208,115.0,100.0,61.824561403508774
87067,52.0,95.91836734693877,47.46153846153846
60478,4.0,100.0,
91985,33.0,100.0,66.59375
24732,37.0,86.48648648648648,45.5945945945946
22869,83.0,96.34146341463415,53.34939759036145
22868,34.0,87.87878787878788,48.8235294117647
22866,22.0,100.0,55.45454545454545
119611,36.0,84.84848484848484,40.27777777777778
79870,139.0,97.84172661870504,54.827338129496404
23623,127.0,100.0,65.5748031496063
23621,165.0,100.0,66.45454545454545
23622,33.0,93.93939393939394,58.45454545454545
5812,18.0,64.70588235294117,38.22222222222222
23535,31.0,100.0,58.096774193548384
23532,32.0,90.625,63.225806451612904
19767,19.0,72.22222222222221,41.78947368421053
9206,98.0,95.83333333333334,53.0
130653,9.0,100.0,42.666666666666664
129527,17.0,92.3076923076923,42.8235294117647
20989,9.0,50.0,26.11111111111111
20951,22.0,75.0,38.0
72782,1.0,100.0,
29883,46.0,100.0,58.56521739130435
68252,29.0,100.0,71.17241379310344
30742,36.0,94.28571428571428,49.22857142857143
32014,12.0,83.33333333333334,45.333333333333336
30292,78.0,97.43589743589743,49.467532467532465
30458,56.0,100.0,48.69642857142857
30427,21.0,100.0,56.61904761904762
34366,17.0,93.75,51.588235294117645
38832,11.0,100.0,48.45454545454545
30076,172.0,100.0,69.73099415204679
30101,142.0,100.0,70.21126760563381
27498,76.0,100.0,67.61842105263158
105425,5.0,100.0,52.0
34362,34.0,100.0,65.76470588235294
30058,39.0,94.73684210526315,47.84615384615385
43728,13.0,81.81818181818183,38.15384615384615
124946,18.0,82.35294117647058,46.55555555555556
131804,9.0,87.5,41.111111111111114
26284,26.0,100.0,62.26923076923077
9126,47.0,100.0,79.1063829787234
41491,50.0,100.0,56.86
40900,81.0,100.0,60.851851851851855
47374,59.0,98.30508474576271,51.220338983050844
40583,41.0,97.5609756097561,40.707317073170735
53585,179.0,100.0,57.39664804469274
8663,163.0,100.0,66.11656441717791
8664,176.0,100.0,64.16477272727273
27903,4.0,100.0,
27904,24.0,100.0,61.875
118744,15.0,100.0,62.266666666666666
26647,11.0,100.0,50.0
44112,16.0,100.0,58.1875
44109,19.0,94.73684210526315,60.78947368421053
84981,26.0,100.0,69.3076923076923
127869,21.0,85.71428571428571,60.42857142857143
127450,4.0,75.0,
41975,26.0,96.0,41.53846153846154
53583,49.0,95.91836734693877,51.673469387755105
44074,56.0,100.0,62.964285714285715
92774,19.0,100.0,51.68421052631579
92773,33.0,100.0,55.666666666666664
91988,21.0,100.0,61.285714285714285
61624,70.0,91.30434782608695,40.81428571428572
54387,65.0,64.61538461538461,28.56923076923077
55083,19.0,84.21052631578947,41.1578947368421
