RSPO szkoły,* liczba zdających.2,* zdawalność (%).3,średni wynik (%).2
25885,16.0,81.25,62.0
25507,37.0,100.0,87.55555555555556
107376,71.0,98.59154929577466,90.07042253521126
91302,78.0,100.0,92.6923076923077
129344,40.0,100.0,91.15
125126,25.0,100.0,96.64
133078,47.0,100.0,94.2127659574468
133499,106.0,99.05660377358491,87.48113207547169
133500,149.0,100.0,96.10738255033557
133502,128.0,100.0,92.2265625
268677,6.0,100.0,95.83333333333333
271889,1.0,,
64266,7.0,50.0,30.142857142857142
19367,102.0,100.0,78.19607843137256
4236,193.0,100.0,88.65803108808291
19619,50.0,91.83673469387756,49.76
128712,4.0,,
19384,152.0,100.0,83.75496688741723
68023,11.0,81.81818181818183,66.0909090909091
24472,53.0,96.22641509433963,62.84905660377358
20939,230.0,100.0,90.87391304347825
124301,16.0,100.0,87.1875
48102,108.0,100.0,90.81481481481481
20943,23.0,100.0,70.69565217391305
55479,58.0,75.0,49.55172413793103
14831,98.0,100.0,82.24489795918367
49957,31.0,93.54838709677419,73.74193548387096
18168,25.0,96.0,70.16
15241,74.0,98.64864864864865,77.37837837837837
114733,17.0,76.47058823529412,51.529411764705884
18406,84.0,98.80952380952381,72.55952380952381
21560,41.0,100.0,75.775
75315,15.0,93.33333333333333,64.0
18206,133.0,100.0,87.90225563909775
43738,16.0,93.75,55.875
24462,243.0,100.0,91.84362139917695
272222,22.0,95.45454545454545,57.18181818181818
49150,4.0,,
15373,87.0,100.0,88.73563218390805
21678,89.0,100.0,88.43820224719101
48117,15.0,93.33333333333333,54.86666666666667
26629,20.0,100.0,94.05
18829,238.0,100.0,90.9327731092437
24803,205.0,100.0,93.05365853658536
29444,164.0,100.0,82.54268292682927
40812,21.0,90.47619047619048,61.95238095238095
26624,73.0,100.0,89.76712328767124
18364,104.0,85.43689320388349,62.61538461538461
64873,42.0,100.0,96.21428571428571
115192,6.0,100.0,92.0
125064,92.0,100.0,84.40217391304348
21867,36.0,97.22222222222221,81.30555555555556
38843,147.0,96.5986394557823,67.56462585034014
133951,69.0,91.30434782608695,59.0
10772,190.0,100.0,83.94708994708995
10740,149.0,100.0,90.37837837837837
10741,43.0,100.0,70.3953488372093
21132,17.0,100.0,61.294117647058826
79277,51.0,98.0392156862745,66.23529411764706
22141,107.0,99.06542056074767,87.73831775700934
127576,9.0,88.88888888888889,70.11111111111111
22287,62.0,100.0,85.48387096774194
268800,32.0,100.0,91.09375
21652,136.0,100.0,93.24264705882354
21832,172.0,96.49122807017544,75.6453488372093
30229,114.0,99.12280701754386,85.04385964912281
40744,49.0,100.0,68.10204081632654
40948,46.0,97.82608695652173,71.04347826086956
49823,173.0,100.0,88.82658959537572
38617,10.0,80.0,54.9
38678,46.0,91.11111111111111,56.77777777777778
38606,77.0,96.05263157894737,80.07792207792208
38630,22.0,81.81818181818183,57.59090909090909
38656,29.0,96.55172413793103,72.10344827586206
14040,99.0,98.98989898989899,85.24242424242425
14038,185.0,100.0,93.6108108108108
14039,232.0,100.0,95.17672413793103
17964,9.0,100.0,83.88888888888889
14041,117.0,99.14529914529915,77.75
30342,24.0,100.0,83.95833333333333
7158,25.0,95.83333333333334,63.48
16976,110.0,100.0,74.48181818181818
16979,163.0,100.0,92.85185185185185
16980,137.0,100.0,91.18248175182482
118799,97.0,100.0,79.45360824742268
16978,14.0,100.0,71.64285714285714
133917,35.0,91.17647058823529,59.42857142857143
88906,26.0,100.0,77.0
68224,94.0,100.0,90.44680851063829
68853,6.0,100.0,86.5
75056,6.0,66.66666666666666,46.166666666666664
68438,24.0,100.0,82.33333333333333
3594,156.0,98.71794871794873,84.42948717948718
267783,11.0,100.0,71.18181818181819
34403,110.0,100.0,79.74545454545455
72737,10.0,77.77777777777779,34.4
10783,54.0,100.0,78.96296296296296
10690,46.0,95.65217391304348,73.42222222222222
32016,145.0,100.0,93.65517241379311
87536,38.0,94.73684210526315,65.84210526315789
80766,58.0,98.27586206896551,81.66666666666667
35109,177.0,100.0,90.53107344632768
87396,11.0,100.0,79.72727272727273
49010,12.0,90.9090909090909,73.16666666666667
271253,13.0,100.0,76.61538461538461
114082,78.0,98.71794871794873,80.6025641025641
49959,35.0,82.85714285714286,54.457142857142856
42107,156.0,99.35897435897436,82.53205128205128
49960,,,
6885,160.0,100.0,82.6125
6880,164.0,100.0,94.0248447204969
22619,1.0,,
16746,31.0,93.33333333333333,66.41935483870968
7845,107.0,100.0,82.23364485981308
19421,17.0,94.11764705882352,61.35294117647059
268602,20.0,95.0,74.8
15838,198.0,100.0,85.76767676767676
18069,29.0,92.85714285714286,55.89655172413793
18065,134.0,100.0,83.27611940298507
18233,28.0,100.0,69.25
18070,23.0,95.65217391304348,69.26086956521739
25613,3.0,,
264190,17.0,88.23529411764706,60.05882352941177
265145,39.0,100.0,88.35897435897436
28625,161.0,100.0,89.3975155279503
22917,119.0,100.0,86.67226890756302
64661,34.0,100.0,92.3529411764706
133267,14.0,100.0,59.07142857142857
270693,7.0,85.71428571428571,45.0
81410,80.0,95.0,69.3125
131080,13.0,92.3076923076923,58.84615384615385
16431,99.0,100.0,83.45454545454545
7252,205.0,100.0,93.95098039215686
34712,10.0,100.0,73.2
56325,114.0,99.12280701754386,81.33333333333333
47237,178.0,99.43820224719101,87.29213483146067
130217,18.0,88.88888888888889,56.77777777777778
56148,74.0,94.5945945945946,60.33783783783784
103644,12.0,91.66666666666666,72.08333333333333
85169,81.0,91.02564102564102,60.76543209876543
64905,19.0,83.33333333333334,56.05263157894737
21068,32.0,96.875,58.6875
57605,80.0,90.0,63.2875
113716,69.0,94.20289855072464,73.89855072463769
72956,34.0,100.0,76.38235294117646
69871,272.0,97.79411764705883,82.11029411764706
262978,37.0,100.0,70.91891891891892
88993,19.0,89.47368421052632,70.63157894736842
70663,152.0,96.05263157894737,78.5
19372,149.0,100.0,85.13513513513513
20387,133.0,100.0,73.41353383458646
20130,14.0,85.71428571428571,47.57142857142857
74054,17.0,88.23529411764706,67.0
61491,198.0,100.0,85.16666666666667
62067,185.0,100.0,93.44864864864864
86577,62.0,98.38709677419355,69.5
84535,5.0,100.0,81.8
79827,21.0,100.0,69.23809523809524
72029,77.0,100.0,76.20779220779221
61510,23.0,95.65217391304348,62.56521739130435
27714,113.0,98.23008849557522,82.04424778761062
29081,6.0,100.0,74.66666666666667
68388,31.0,96.7741935483871,64.41935483870968
129072,20.0,100.0,72.85
6490,140.0,100.0,84.2158273381295
10492,5.0,80.0,66.0
15946,5.0,75.0,37.0
9689,3.0,,
124237,11.0,100.0,67.0909090909091
15674,2.0,,
8229,4.0,,
103665,10.0,100.0,89.1
9429,61.0,98.36065573770492,76.37704918032787
6491,190.0,100.0,90.56084656084656
6627,17.0,94.11764705882352,77.17647058823529
130752,6.0,100.0,40.0
16801,13.0,76.92307692307693,40.84615384615385
14618,118.0,94.91525423728814,75.37288135593221
16852,14.0,92.85714285714286,50.785714285714285
10092,29.0,96.55172413793103,72.82758620689656
34249,113.0,100.0,83.39823008849558
57665,18.0,64.70588235294117,46.294117647058826
38462,107.0,97.19626168224299,80.78504672897196
107377,21.0,95.23809523809523,71.57142857142857
109583,63.0,98.4126984126984,89.19047619047619
9097,62.0,95.16129032258065,61.79032258064516
31821,39.0,100.0,76.41025641025641
114068,9.0,77.77777777777779,59.77777777777778
277684,6.0,83.33333333333334,67.33333333333333
35175,24.0,100.0,75.70833333333333
35179,25.0,84.0,54.84
12515,53.0,92.45283018867924,68.64150943396227
14520,141.0,100.0,75.53900709219859
4861,236.0,100.0,86.14406779661017
9283,188.0,100.0,90.90957446808511
19941,63.0,100.0,68.66666666666667
16275,199.0,100.0,95.96482412060301
18119,27.0,96.29629629629629,72.70370370370371
85360,171.0,100.0,94.19883040935673
16276,280.0,100.0,93.925
24360,21.0,95.23809523809523,68.14285714285714
111953,23.0,100.0,84.3913043478261
24373,10.0,90.0,54.6
109134,3.0,,
83136,37.0,97.2972972972973,64.05405405405405
86518,54.0,100.0,91.92592592592592
83144,9.0,44.44444444444444,40.666666666666664
22872,248.0,100.0,85.64777327935222
119731,25.0,100.0,97.2
113962,16.0,100.0,87.25
12144,27.0,100.0,71.62962962962963
263524,139.0,100.0,95.32374100719424
266615,17.0,100.0,83.0
272096,34.0,100.0,69.52941176470588
49381,158.0,100.0,82.32278481012658
49379,176.0,100.0,89.57954545454545
29367,6.0,100.0,70.16666666666667
29372,17.0,100.0,71.29411764705883
87060,15.0,100.0,66.6
86976,103.0,97.02970297029702,67.86407766990291
41921,202.0,100.0,86.6930693069307
21360,179.0,100.0,88.15083798882682
20595,11.0,100.0,75.72727272727273
35211,85.0,97.6470588235294,84.36470588235294
44441,,,
78066,47.0,100.0,97.04255319148936
20798,2.0,,
3477,11.0,100.0,78.27272727272727
120542,19.0,100.0,63.10526315789474
24680,18.0,88.88888888888889,52.333333333333336
17932,210.0,99.52380952380952,82.6555023923445
78076,51.0,92.15686274509804,63.72549019607843
78069,43.0,100.0,92.88372093023256
20732,6.0,80.0,50.333333333333336
11692,26.0,100.0,83.53846153846153
110170,26.0,100.0,80.23076923076923
58415,129.0,100.0,84.9609375
18713,78.0,98.71794871794873,81.65384615384616
48792,49.0,100.0,77.55102040816327
64567,16.0,81.25,52.5
5366,232.0,100.0,90.07758620689656
128837,56.0,100.0,94.51785714285714
11720,160.0,100.0,81.71698113207547
11980,187.0,100.0,92.68983957219251
11761,178.0,100.0,87.08426966292134
11972,159.0,100.0,89.82389937106919
13376,157.0,100.0,95.96178343949045
12988,206.0,100.0,91.25728155339806
110460,6.0,100.0,70.83333333333333
13287,159.0,100.0,96.58227848101266
11780,152.0,99.3421052631579,79.33774834437087
12098,101.0,100.0,66.75247524752476
12091,51.0,98.0392156862745,79.49019607843137
71604,51.0,86.0,57.23529411764706
6747,88.0,96.5909090909091,74.0909090909091
70905,32.0,87.5,60.84375
93015,13.0,92.3076923076923,88.53846153846153
110132,9.0,100.0,70.11111111111111
89454,34.0,100.0,93.82352941176471
70385,40.0,97.5,81.725
114173,31.0,100.0,88.0
130477,20.0,100.0,78.0
264091,13.0,69.23076923076923,51.15384615384615
270972,5.0,100.0,63.8
272058,5.0,100.0,75.8
274956,54.0,77.35849056603774,55.94444444444444
2938,81.0,100.0,85.24691358024691
13653,40.0,100.0,86.125
14383,10.0,90.0,65.0
7424,15.0,93.33333333333333,51.733333333333334
80684,114.0,100.0,85.03508771929825
90065,31.0,96.7741935483871,76.61290322580645
90104,69.0,100.0,87.43478260869566
85288,5.0,25.0,38.8
43956,81.0,100.0,80.67901234567901
22796,171.0,100.0,91.3625730994152
91406,5.0,100.0,50.6
91406,,,
13986,117.0,100.0,89.47008547008546
13987,128.0,98.4375,69.296875
22807,16.0,75.0,51.9375
22803,21.0,85.71428571428571,51.523809523809526
21324,23.0,91.30434782608695,55.69565217391305
14659,36.0,97.22222222222221,78.27777777777777
111781,22.0,86.36363636363636,59.81818181818182
38921,6.0,80.0,48.333333333333336
104339,58.0,100.0,79.39655172413794
13779,22.0,100.0,80.68181818181819
59022,27.0,96.29629629629629,78.96153846153847
131353,49.0,97.91666666666666,79.16326530612245
82828,69.0,92.7536231884058,74.65217391304348
20281,45.0,100.0,69.06666666666666
18640,104.0,98.07692307692307,76.32692307692308
21072,23.0,100.0,79.65217391304348
12364,114.0,100.0,88.97368421052632
69961,116.0,100.0,91.88695652173914
29272,149.0,100.0,83.3758389261745
87161,13.0,92.3076923076923,62.53846153846154
38850,35.0,88.57142857142857,62.885714285714286
66711,70.0,95.71428571428572,67.18571428571428
66704,94.0,100.0,80.6236559139785
64009,102.0,100.0,74.55882352941177
72098,17.0,100.0,62.705882352941174
72535,8.0,87.5,55.0
48354,55.0,100.0,87.76363636363637
58785,66.0,98.48484848484848,72.81818181818181
58604,17.0,100.0,75.76470588235294
104406,20.0,100.0,80.85
5580,64.0,100.0,84.140625
31415,20.0,90.0,68.35
57615,115.0,100.0,85.16521739130435
15986,58.0,98.24561403508771,78.77586206896552
114671,1.0,,
68233,12.0,81.81818181818183,58.0
29992,47.0,95.74468085106383,74.53191489361703
58105,20.0,95.0,76.9
34415,127.0,100.0,92.35433070866142
47740,174.0,100.0,93.52298850574712
9771,101.0,100.0,85.85
10004,49.0,95.91836734693877,66.14285714285714
130863,11.0,100.0,87.18181818181819
92124,8.0,100.0,91.625
104461,25.0,100.0,87.52
18511,64.0,98.4375,74.109375
18524,13.0,100.0,64.76923076923077
35291,96.0,100.0,89.16842105263157
124701,140.0,100.0,90.85714285714286
44191,23.0,95.45454545454545,61.69565217391305
72606,20.0,90.0,63.7
127784,55.0,86.53846153846155,56.25454545454546
263188,12.0,83.33333333333334,59.5
20226,93.0,100.0,85.05376344086021
20228,67.0,100.0,84.28358208955224
44092,21.0,80.95238095238095,57.42857142857143
55686,8.0,100.0,78.75
27991,64.0,100.0,85.328125
69508,189.0,100.0,85.93121693121694
8465,7.0,83.33333333333334,54.714285714285715
69483,48.0,100.0,85.25
264056,10.0,90.0,60.7
54288,94.0,100.0,84.29787234042553
54290,25.0,100.0,68.44
31500,9.0,100.0,98.77777777777777
128098,9.0,55.55555555555556,45.55555555555556
13078,38.0,100.0,80.92105263157895
125280,4.0,,
264972,44.0,100.0,86.31818181818181
8954,41.0,100.0,78.58536585365853
66444,7.0,100.0,97.0
65268,80.0,100.0,86.1125
81366,4.0,,
122359,87.0,97.70114942528735,77.28735632183908
122350,16.0,93.75,60.3125
114522,9.0,100.0,52.333333333333336
10291,115.0,96.52173913043478,73.00869565217391
5629,70.0,98.57142857142858,79.87142857142857
7796,6.0,83.33333333333334,76.33333333333333
13654,103.0,100.0,94.93203883495146
85719,168.0,100.0,95.17261904761905
13671,110.0,98.1651376146789,82.72727272727273
75450,150.0,99.33333333333333,89.86666666666666
82667,176.0,98.86363636363636,85.55113636363636
89666,75.0,100.0,77.50666666666666
85724,5.0,100.0,81.8
81137,46.0,93.47826086956522,69.71739130434783
83515,49.0,97.91666666666666,82.25
115217,54.0,82.6923076923077,56.53703703703704
4759,106.0,100.0,96.41509433962264
114052,3.0,,
122691,6.0,100.0,72.0
71872,182.0,100.0,90.41208791208791
115242,44.0,97.67441860465115,82.68181818181819
106546,4.0,,
272008,2.0,,
127839,7.0,100.0,81.71428571428571
75347,41.0,100.0,75.7560975609756
72471,19.0,100.0,79.63157894736842
25957,13.0,100.0,66.3076923076923
27808,23.0,100.0,82.26086956521739
82603,58.0,100.0,78.27586206896552
73949,27.0,88.88888888888889,50.7037037037037
128910,14.0,100.0,67.0
130923,35.0,100.0,89.85714285714286
14476,105.0,100.0,88.0952380952381
82605,25.0,92.0,54.84
86237,17.0,100.0,77.23529411764706
105059,49.0,100.0,84.53061224489795
105062,70.0,100.0,77.81428571428572
52408,27.0,100.0,88.0
127022,8.0,37.5,42.125
112272,99.0,98.98989898989899,87.72727272727273
115449,6.0,100.0,71.0
115434,31.0,100.0,75.70967741935483
44511,82.0,92.6829268292683,67.36585365853658
44361,22.0,100.0,65.68181818181819
31059,153.0,100.0,78.61437908496733
46585,75.0,91.78082191780823,65.06666666666666
27568,122.0,99.18032786885246,91.40983606557377
55840,40.0,100.0,86.8
17153,39.0,100.0,89.35897435897436
25067,33.0,100.0,75.75757575757575
53948,34.0,97.05882352941177,63.411764705882355
30124,33.0,100.0,78.78787878787878
64320,23.0,86.36363636363636,54.0
3025,8.0,75.0,64.25
44069,56.0,100.0,76.17857142857143
31030,21.0,85.71428571428571,52.333333333333336
31145,4.0,,
19425,92.0,100.0,76.17391304347827
19391,118.0,100.0,86.8135593220339
132829,18.0,100.0,96.05555555555556
56561,12.0,100.0,70.08333333333333
83807,8.0,100.0,80.75
7276,76.0,96.05263157894737,74.46052631578948
65136,31.0,100.0,81.70967741935483
21224,31.0,70.0,52.935483870967744
53745,41.0,95.1219512195122,66.07317073170732
34978,66.0,100.0,79.92424242424242
25573,103.0,100.0,88.50980392156863
42131,50.0,100.0,76.3
26826,82.0,100.0,85.07317073170732
30998,51.0,100.0,91.58823529411765
263472,64.0,92.1875,75.34920634920636
34977,93.0,98.9247311827957,81.04301075268818
19190,5.0,100.0,54.8
35207,21.0,100.0,73.52380952380952
91403,10.0,77.77777777777779,61.2
75604,12.0,100.0,75.25
25439,76.0,100.0,84.51315789473684
22525,111.0,100.0,96.6036036036036
25446,84.0,100.0,79.41666666666667
25291,95.0,100.0,89.0421052631579
39055,43.0,100.0,91.23255813953489
25290,79.0,100.0,92.82278481012658
27325,33.0,93.93939393939394,71.15151515151516
275495,27.0,100.0,89.5925925925926
25441,116.0,100.0,95.22413793103448
25445,100.0,99.0,83.49
22522,94.0,100.0,85.96808510638297
25360,124.0,100.0,93.04838709677419
22524,109.0,99.08256880733946,87.33944954128441
25629,51.0,88.0,69.80392156862744
29723,45.0,90.9090909090909,66.13333333333334
39067,15.0,100.0,75.4
34914,65.0,90.76923076923077,70.47692307692307
114222,35.0,100.0,88.62857142857143
264015,31.0,100.0,78.80645161290323
269694,16.0,100.0,91.1875
30813,15.0,100.0,82.2
126304,59.0,91.52542372881356,68.72881355932203
27378,38.0,92.10526315789474,76.44736842105263
31470,57.0,85.71428571428571,64.0
275417,1.0,,
82653,11.0,100.0,76.54545454545455
25443,122.0,100.0,88.68032786885246
25627,36.0,100.0,81.80555555555556
25292,41.0,97.5,73.425
25385,188.0,100.0,96.41489361702128
31606,100.0,100.0,98.01
128590,27.0,96.15384615384616,69.25925925925925
275741,19.0,100.0,77.84210526315789
22521,71.0,100.0,96.19718309859155
34911,13.0,92.3076923076923,77.92307692307692
83530,82.0,100.0,91.7439024390244
22517,117.0,100.0,96.92307692307692
25438,108.0,100.0,92.23148148148148
22523,117.0,100.0,93.41880341880342
25350,112.0,100.0,95.05357142857143
22519,115.0,100.0,96.78260869565217
22518,84.0,100.0,93.97619047619048
43740,57.0,91.22807017543859,63.03508771929825
59776,1.0,,
17801,9.0,88.88888888888889,68.44444444444444
31605,110.0,100.0,98.38181818181818
263196,32.0,96.7741935483871,71.46875
267638,12.0,75.0,46.166666666666664
273597,29.0,75.86206896551724,48.827586206896555
25401,73.0,93.05555555555556,70.67123287671232
27323,144.0,100.0,88.13194444444444
27598,84.0,97.61904761904762,80.88095238095238
30749,5.0,100.0,44.6
267033,80.0,100.0,94.4375
86542,92.0,100.0,88.52173913043478
8251,33.0,84.84848484848484,54.21212121212121
9320,144.0,100.0,76.41666666666667
90106,19.0,84.21052631578947,49.473684210526315
9271,2.0,,
106180,11.0,100.0,82.0
122023,10.0,90.0,71.4
122134,32.0,93.75,72.12903225806451
11218,119.0,100.0,89.85714285714286
11184,125.0,100.0,91.824
17313,38.0,94.5945945945946,67.36842105263158
14796,14.0,100.0,69.57142857142857
15000,103.0,97.05882352941177,78.07766990291262
90442,23.0,82.6086956521739,62.43478260869565
75273,120.0,95.83333333333334,72.33333333333333
71046,117.0,100.0,83.13675213675214
34757,1.0,,
70998,140.0,100.0,94.16428571428571
71070,119.0,100.0,91.52100840336135
71111,112.0,93.75,65.14285714285714
75279,47.0,95.74468085106383,70.63829787234043
62040,2.0,,
114090,11.0,100.0,81.72727272727273
271267,3.0,,
105601,113.0,95.57522123893806,74.69911504424779
70595,15.0,57.14285714285714,37.733333333333334
6467,43.0,97.67441860465115,59.18604651162791
12668,33.0,93.93939393939394,67.9090909090909
7912,139.0,100.0,87.02877697841727
7929,123.0,100.0,86.70731707317073
79834,94.0,100.0,83.07446808510639
85502,77.0,98.7012987012987,79.24675324675324
133086,14.0,100.0,83.57142857142857
89006,16.0,75.0,63.8125
40627,167.0,100.0,84.2934131736527
92713,23.0,73.91304347826086,51.91304347826087
91800,32.0,93.54838709677419,74.28125
40698,141.0,100.0,89.94326241134752
89034,12.0,50.0,43.25
89051,28.0,96.42857142857143,66.85185185185185
81544,145.0,99.3103448275862,83.19310344827586
85917,51.0,100.0,93.50980392156863
81547,39.0,92.10526315789474,53.0
70250,144.0,100.0,91.26573426573427
89082,5.0,100.0,48.0
120823,22.0,90.47619047619048,57.31818181818182
55808,14.0,100.0,85.42857142857143
30816,13.0,81.81818181818183,55.38461538461539
25382,136.0,100.0,87.13235294117646
25384,77.0,93.5064935064935,69.01298701298701
29713,166.0,99.3975903614458,85.06024096385542
126132,1.0,,
132591,24.0,100.0,87.75
8668,2.0,,
14082,147.0,100.0,88.80952380952381
10213,197.0,100.0,82.37055837563452
59688,12.0,100.0,66.83333333333333
8595,10.0,55.55555555555556,43.7
110538,26.0,100.0,88.76923076923077
31341,24.0,62.5,41.958333333333336
24813,163.0,100.0,85.95092024539878
24381,115.0,99.12280701754386,78.25217391304348
38734,11.0,90.9090909090909,52.18181818181818
109904,13.0,61.53846153846154,34.53846153846154
6964,51.0,94.11764705882352,70.01960784313725
8027,34.0,97.05882352941177,79.11764705882354
10387,12.0,100.0,84.0
8230,73.0,100.0,82.84931506849315
9901,8.0,100.0,66.0
8264,37.0,94.5945945945946,75.4054054054054
24268,5.0,100.0,73.6
14410,163.0,99.38650306748467,85.96319018404908
13543,32.0,100.0,80.25
6937,30.0,93.33333333333333,67.6
89629,3.0,,
2883,163.0,100.0,90.17791411042944
34777,105.0,97.14285714285714,78.6952380952381
54394,60.0,100.0,82.76666666666667
90818,42.0,97.61904761904762,76.57142857142857
38711,24.0,100.0,73.95833333333333
69499,20.0,50.0,42.4
46603,70.0,98.57142857142858,76.64285714285714
120857,1.0,,
7863,91.0,86.81318681318682,57.23076923076923
71233,12.0,100.0,73.66666666666667
5448,223.0,100.0,91.5067264573991
10255,198.0,100.0,90.12121212121212
4748,203.0,100.0,80.99507389162562
5756,199.0,100.0,93.33165829145729
4043,165.0,100.0,85.86585365853658
4577,219.0,100.0,94.70183486238533
7263,177.0,100.0,75.48295454545455
55725,6.0,100.0,80.16666666666667
89596,79.0,100.0,84.9113924050633
119284,13.0,100.0,90.0
2982,77.0,100.0,95.84415584415585
57844,7.0,71.42857142857143,42.714285714285715
128429,8.0,100.0,90.375
83427,11.0,100.0,82.18181818181819
131270,17.0,100.0,90.29411764705883
262735,16.0,100.0,84.1875
271586,9.0,100.0,94.66666666666667
272702,1.0,,
7646,28.0,92.85714285714286,68.92857142857143
8038,23.0,100.0,78.21739130434783
19876,24.0,95.83333333333334,66.83333333333333
8190,55.0,98.14814814814815,71.96363636363637
42119,29.0,96.55172413793103,70.24137931034483
5163,137.0,99.27007299270073,85.04379562043796
5162,108.0,100.0,77.14814814814815
46658,1.0,,
35112,17.0,94.11764705882352,62.35294117647059
42053,3.0,,
53296,30.0,96.66666666666667,59.4
53411,88.0,98.86363636363636,74.5909090909091
264081,3.0,,
22669,13.0,100.0,59.15384615384615
89761,24.0,100.0,81.16666666666667
11064,36.0,100.0,82.80555555555556
19737,119.0,100.0,85.77310924369748
11427,85.0,98.82352941176471,81.67058823529412
3521,117.0,100.0,88.46153846153847
27208,21.0,100.0,80.0952380952381
131087,16.0,100.0,97.75
3782,79.0,98.73417721518987,75.58974358974359
107587,13.0,100.0,78.23076923076923
42127,13.0,100.0,64.3076923076923
109858,18.0,88.88888888888889,62.166666666666664
75954,101.0,97.02970297029702,84.27722772277228
75956,98.0,100.0,79.77551020408163
86495,24.0,100.0,82.5
6586,140.0,100.0,89.35714285714286
5961,129.0,100.0,79.88372093023256
130979,9.0,100.0,84.33333333333333
44673,121.0,100.0,84.47107438016529
44542,19.0,100.0,64.05263157894737
27569,127.0,100.0,85.40944881889764
267265,27.0,96.29629629629629,71.29629629629629
17397,28.0,100.0,92.28571428571429
64747,41.0,100.0,85.4390243902439
64743,36.0,97.22222222222221,70.83333333333333
40153,114.0,100.0,76.03508771929825
83765,28.0,96.42857142857143,63.214285714285715
38936,135.0,100.0,86.4888888888889
71957,86.0,100.0,81.95348837209302
54425,56.0,100.0,87.33928571428571
44709,11.0,100.0,78.36363636363636
83227,32.0,96.875,69.375
114107,22.0,90.9090909090909,79.77272727272727
80875,7.0,100.0,67.85714285714286
49087,149.0,100.0,89.30872483221476
83255,170.0,100.0,95.84705882352941
83251,186.0,100.0,94.3010752688172
80878,64.0,100.0,81.609375
83223,13.0,100.0,76.07692307692308
133300,26.0,92.3076923076923,64.65384615384616
279150,11.0,100.0,82.45454545454545
87862,38.0,97.36842105263158,79.57894736842105
74164,44.0,95.45454545454545,71.1590909090909
58793,46.0,100.0,87.97826086956522
55804,11.0,100.0,69.36363636363636
11146,107.0,99.06542056074767,85.72641509433963
10176,19.0,94.73684210526315,69.6842105263158
119403,14.0,76.92307692307693,58.57142857142857
86672,80.0,85.71428571428571,72.4
84826,64.0,98.4375,80.15873015873017
264525,22.0,100.0,93.36363636363636
19555,4.0,,
80263,42.0,97.61904761904762,82.30952380952381
80287,39.0,97.43589743589743,74.92307692307692
58198,7.0,85.71428571428571,66.14285714285714
20229,51.0,100.0,80.54901960784314
34943,55.0,100.0,85.63636363636364
86746,26.0,88.46153846153845,75.96153846153847
20456,16.0,56.25,50.0
6806,81.0,97.53086419753086,77.8641975308642
17830,160.0,100.0,95.37735849056604
17878,84.0,100.0,86.05952380952381
17873,153.0,100.0,95.50980392156863
62068,16.0,100.0,77.0625
17874,164.0,100.0,91.57317073170732
17843,75.0,94.66666666666667,67.8
126342,1.0,,
74141,17.0,100.0,90.29411764705883
42285,13.0,91.66666666666666,57.07692307692308
271998,212.0,100.0,94.10849056603773
17068,18.0,88.88888888888889,55.888888888888886
16192,67.0,100.0,87.41791044776119
92805,38.0,94.73684210526315,74.1842105263158
47203,32.0,93.75,63.5625
39149,8.0,75.0,57.5
39160,77.0,98.7012987012987,86.06493506493507
38603,47.0,100.0,79.93617021276596
29637,74.0,100.0,84.33783783783784
26233,45.0,100.0,94.91111111111111
25808,32.0,100.0,92.25
75041,6.0,66.66666666666666,48.333333333333336
56967,10.0,100.0,68.2
60207,7.0,85.71428571428571,54.142857142857146
31481,84.0,100.0,87.98809523809524
68114,32.0,96.875,73.46875
57389,8.0,57.14285714285714,40.5
14088,70.0,98.57142857142858,83.51428571428572
123932,16.0,100.0,85.625
80483,39.0,89.74358974358975,60.17948717948718
40119,68.0,98.52941176470588,88.13235294117646
15784,22.0,95.45454545454545,69.18181818181819
119013,6.0,50.0,45.5
17005,174.0,100.0,92.45402298850574
17028,136.0,100.0,81.95588235294117
42809,111.0,99.09909909909909,75.32432432432432
130843,22.0,100.0,96.0
29680,25.0,100.0,75.96
55650,86.0,100.0,83.19767441860465
55592,43.0,100.0,77.53488372093024
56719,9.0,88.88888888888889,57.0
56722,2.0,,
11483,112.0,97.2972972972973,78.85714285714286
46848,47.0,97.87234042553192,66.04255319148936
50340,76.0,92.10526315789474,60.171052631578945
91964,9.0,100.0,93.55555555555556
111037,172.0,100.0,86.04069767441861
268494,8.0,100.0,85.875
12540,117.0,100.0,89.04273504273505
18551,173.0,100.0,92.91907514450867
12596,113.0,85.45454545454545,55.65486725663717
12556,171.0,100.0,87.25146198830409
12587,165.0,98.7878787878788,77.17575757575757
119233,50.0,93.87755102040816,59.58
21602,48.0,97.91666666666666,75.33333333333333
13599,101.0,99.00990099009901,87.96039603960396
87311,27.0,96.15384615384616,78.81481481481481
72461,7.0,85.71428571428571,53.142857142857146
55334,204.0,99.50980392156863,86.16176470588235
83388,25.0,100.0,76.56
81519,3.0,,
25787,49.0,91.83673469387756,64.3265306122449
52489,27.0,100.0,61.888888888888886
12027,226.0,100.0,92.07522123893806
22715,38.0,91.66666666666666,59.39473684210526
12018,100.0,99.0,82.57
12046,174.0,100.0,88.5632183908046
15980,4.0,,
27513,14.0,71.42857142857143,51.714285714285715
9103,3.0,,
132035,5.0,100.0,71.6
79396,43.0,100.0,68.79069767441861
60799,39.0,100.0,65.46153846153847
70834,28.0,96.29629629629629,62.142857142857146
478901,4.0,,
275175,6.0,100.0,90.5
50276,31.0,100.0,70.45161290322581
