Średnia arytmetyczna,Mediana,Odchylenie standardowe,Wariancja,Q1,Q3,IQR,Współczynnik skośności,Współczynnik kurtozy,Rozstęp z próby
61.05,62.79,11.13,123.93,54.53,69.27,14.73,-0.73,0.46,70.57
